C:\Users\impar\Pictures\Datasets\Top Rated Tv series.csvorigin_country,original_name,overview,popularity,first_air_date,vote_average,vote_count
['US'],Raised by Wolves,"After Earth is ravaged by a great religious war, an atheistic android architect sends two of his creations, Mother and Father, to start a peaceful, godless colony on the planet Kepler-22b. Their treacherous task is jeopardized by the arrival of the Mithraic, a deeply devout religious order of surviving humans.",31.887500000000003,2020-09-03,7.54,1559
['US'],The Society,"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.",6.032500000000001,2019-05-10,7.5,552
['GB'],Doctor Who,"The Doctor is a Time Lord: a 900 year old alien with 2 hearts, part of a gifted civilization who mastered time travel. The Doctor saves planets for a living—more of a hobby actually, and the Doctor's very, very good at it.",225.8975,2005-03-26,7.5,3084
['US'],NCIS: Los Angeles,"The exploits of the Los Angeles–based Office of Special Projects (OSP), an elite division of the Naval Criminal Investigative Service that specializes in undercover assignments.",205.41,2009-09-22,7.5,1172
['US'],The Alienist,"New York, 1896. Police commissioner Theodore Roosevelt brings together criminal psychologist Dr. Laszlo Kreizler, newspaper illustrator John Moore and secretary Sara Howard to investigate several murders of male prostitutes.",16.7125,2018-01-22,7.5,615
['US'],Batman: The Brave and the Bold,"The Caped Crusader is teamed up with Blue Beetle, Green Arrow, Aquaman and countless others in his quest to uphold justice.",48.582499999999996,2008-11-14,7.5,257
['US'],The Golden Girls,"Four Southern Florida seniors share a house, their dreams, and a whole lot of cheesecake. Bright, promiscuous, clueless and hilarious, these lovely, mismatched ladies form the perfect circle of friends.",151.6275,1985-09-14,7.5,345
['US'],Da Vinci's Demons,"The series follows the ""untold"" story of Leonardo Da Vinci: the genius during his early years in Renaissance Florence. As a 25-year old artist, inventor, swordsman, lover, dreamer and idealist, he struggles to live within the confines of his own reality and time as he begins to not only see the future, but invent it.",28.2775,2013-04-12,7.5,644
['US'],Kim Possible,"If there's danger or trouble, Kim Possible is there on the double to save the world from villains... and still make it home in time for cheerleading practice! Luckily, Kim has her sidekick Ron Stoppable and his pet naked mole-rat Rufus by her side.",51.41,2002-06-07,7.5,507
['US'],Marvel's Agent Carter,"It's 1946, and peace has dealt Peggy Carter a serious blow as she finds herself marginalized when the men return home from fighting abroad. Working for the covert SSR (Strategic Scientific Reserve), Peggy must balance doing administrative work and going on secret missions for Howard Stark all while trying to navigate life as a single woman in America, in the wake of losing the love of her life - Steve Rogers.",24.6725,2015-01-06,7.535,1833
['US'],Private Practice,"Having left behind Seattle Grace Hospital, renowned surgeon Addison Forbes Montgomery moves to Los Angeles for sunnier weather and happier possibilities. She reunites with her friends from medical school, joining them at their chic, co-op, Oceanside Wellness Center in Santa Monica.",269.76250000000005,2007-09-26,7.535,330
['US'],Chip 'n' Dale Rescue Rangers,"Chip and Dale head a small, eccentric group of animal characters who monitor not only the human world, but the animal community as well, solving mysteries wherever they may be. The ""Rescue Rangers"" take the cases that fall through the cracks.",45.254999999999995,1989-03-04,7.5,503
['MX'],La usurpadora,"The show's premise revolves around a pair of twin sisters who were separated when they were young, and as adults the younger sister is forced to act as a ""replacement"" for her wealthy twin who wants to temporarily leave her husband and his family to enjoy a life of luxury with multiple lovers.",23.8,1998-02-09,7.5,423
"['MX', 'US']",Falsa identidad,"Isabel and Diego, two complete strangers, must assume the identity of a married couple in order to flee the state of Sonora.",30.68,2018-10-03,7.5,514
['US'],Rectify,"After 19 years on Death Row for the rape and murder of his teenage girlfriend, Daniel Holden is going home. His conviction has been vacated due to new DNA evidence. Now he has to return to a world he no longer knows and his reentry into the outside world may be as unforgiving as prison. Daniel is haunted by the past, dogged by the present, and uncertain of the future. As he struggles to adapt to his new life, his homecoming reignites the fears of a small town and threatens to shatter his family’s fragile peace. Daniel’s alleged crime divided a community. Will his freedom tear it in half?",21.2775,2013-04-22,7.5,263
['US'],Xena: Warrior Princess,"Xena is an infamous warrior on a quest to seek redemption for her past sins against the innocent. Accompanied by her comrade-in-arms Gabrielle, the campy couple use their formidable fighting skills to help those who are unable to defend themselves.",124.42750000000001,1995-09-04,7.5,1297
['US'],Superstore,"A hilarious workplace comedy about a unique family of employees at a super-sized mega store. From the bright-eyed newbies and the seen-it-all veterans to the clueless summer hires and the in-it-for-life managers, together they hilariously tackle the day-to-day grind of rabid bargain hunters, riot-causing sales and nap-worthy training sessions.",45.4525,2015-11-30,7.53,686
['JP'],BTOOOM!,"Sakamoto, an unemployed young man, is one of the world's top players of an online fighting game called Btooom! One day, he wakes up on what appears to be a tropical island, although he doesn't remember how or why he got there.",5.9399999999999995,2012-10-04,7.5,209
['JP'],デジモンアドベンチャー：,"It's the year 2020. The Network has become something humans can no longer do without in their daily lives. But what humans don't know is that on the other side of the Network is the Digital World, a realm of light and darkness. Nor are they aware of the Digimon who live there. Fifth grader Taichi Yagami's mother and little sister Hikari went to Shibuya, and now they're aboard a runaway train. Taichi hurries to Shibuya to save his mother and sister, but the instant he heads toward the station platform... a strange phenomenon befalls the DigiDestined, and Taichi goes to the Digital World!",17.64,2020-04-05,7.5,613
['US'],Lost in Space,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",38.5175,2018-04-13,7.53,1682
['MX'],Rosario Tijeras,Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.,80.87,2016-10-30,7.529,1593
['MX'],Cuando me enamoro... se detiene el tiempo,"Cuando me enamoro, se detiene el tiempo is a Mexican Spanish-language telenovela produced by Carlos Moreno Laguillo and Televisa. It is a remake of the 1998 Televisa telenovela La mentira.

Silvia Navarro, Juan Soler and Jessica Coch are stars, with the participations of Rocío Banquells and Lisardo Guarinos as the main villains, the stellar participations of René Casados, Julieta Rosen, José Ron, and the special participation of Sebastián Zurita.

Univision promoted Cuando me enamoro for the United States audience, with the first promo shown on March 30, and was initially scheduled to air at 8pm central. A second promo confirmed an April 19 airing at 7pm central. The third promo aired on April 5, confirming a 7pm/6pm central on Univision, and aired from April 20, 2011 to January 6, 2012.",72.2025,2010-07-05,7.53,288
['US'],The OA,"Prairie Johnson, blind as a child, comes home to the community she grew up in with her sight restored. Some hail her a miracle, others a dangerous mystery, but Prairie won’t talk with the FBI or her parents about the seven years she went missing.",15.719999999999999,2016-12-16,7.528,1213
['US'],The Borgias,"Set in 15th century Italy at the height of the Renaissance, The Borgias chronicles the corrupt rise of patriarch Rodrigo Borgia to the papacy, where he proceeds to commit every sin in the book to amass and retain power, influence and enormous wealth for himself and his family.",26.9375,2011-04-03,7.5,470
['US'],The Powerpuff Girls,"The Powerpuff Girls is a animated television series about Blossom, Bubbles, and Buttercup, three kindergarten-aged girls with superpowers, as well as their ""father"", the brainy scientist Professor Utonium, who all live in the fictional city of Townsville, USA. The girls are frequently called upon by the town's childlike and naive mayor to help fight nearby criminals using their powers.",78.31,1998-11-18,7.527,910
